,DATA_TIMESTAMP,Unnamed: 0,WMO_ID,NAME,CURRENT_LATITUDE,CURRENT_LONGITUDE,TEMPERATURE_AVG_C,TEMP_24H_TN_C,TEMP_24H_TX_C,RAINFALL_24H_MM
149,1981-05-30,149,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.3,33.9,0.0
150,1981-05-31,150,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.1,33.0,0.0
151,1981-06-01,151,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.4,33.0,3.4
152,1981-06-02,152,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.0,32.9,0.0
153,1981-06-03,153,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,33.4,0.0
154,1981-06-04,154,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.0,33.6,0.0
155,1981-06-05,155,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.1,33.0,0.0
156,1981-06-06,156,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.9,33.3,7.7
157,1981-06-07,157,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.7,34.4,6.0
158,1981-06-08,158,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.9,33.4,0.0
159,1981-06-09,159,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,33.9,0.0
160,1981-06-10,160,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.3,33.3,0.0
161,1981-06-11,161,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.6,32.8,0.0
162,1981-06-12,162,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.8,33.9,0.0
163,1981-06-13,163,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.6,33.4,51.5
164,1981-06-14,164,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.4,30.6,0.2
165,1981-06-15,165,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.6,30.6,0.0
166,1981-06-16,166,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.8,32.6,0.0
167,1981-06-17,167,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.8,33.4,0.0
168,1981-06-18,168,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.5,33.6,0.0
169,1981-06-19,169,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.8,31.5,1.2
170,1981-06-20,170,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.0,31.1,0.0
171,1981-06-21,171,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.7,33.2,0.0
172,1981-06-22,172,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.2,32.8,0.0
173,1981-06-23,173,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.3,31.8,18.7
174,1981-06-24,174,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.8,32.4,0.0
175,1981-06-25,175,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.9,31.8,1.3
176,1981-06-26,176,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.3,33.3,0.0
177,1981-06-27,177,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.3,32.6,0.4
178,1981-06-28,178,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.1,33.3,0.0
179,1981-06-29,179,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,22.8,32.7,0.0
180,1981-06-30,180,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.6,33.7,0.0
181,1981-07-01,181,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.0,33.4,0.0
182,1981-07-02,182,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.3,32.8,0.0
183,1981-07-03,183,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.8,32.4,0.0
184,1981-07-04,184,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.2,32.8,0.0
185,1981-07-05,185,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.2,32.1,0.0
186,1981-07-06,186,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.7,33.3,0.0
187,1981-07-07,187,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.9,33.6,0.8
188,1981-07-08,188,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.0,32.9,0.0
189,1981-07-09,189,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.0,33.1,0.0
190,1981-07-10,190,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.2,32.2,48.2
191,1981-07-11,191,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.3,31.0,0.0
192,1981-07-12,192,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.9,32.9,0.0
193,1981-07-13,193,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.8,32.2,0.0
194,1981-07-14,194,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.4,29.2,6.5
195,1981-07-15,195,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.6,30.8,0.0
196,1981-07-16,196,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,22.9,32.6,0.8
197,1981-07-17,197,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.2,32.1,1.2
198,1981-07-18,198,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.8,32.6,0.0
199,1981-07-19,199,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.0,31.7,0.3
200,1981-07-20,200,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.0,31.3,0.0
201,1981-07-21,201,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,32.2,0.0
202,1981-07-22,202,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.7,31.1,0.0
203,1981-07-23,203,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,29.8,2.5
204,1981-07-24,204,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.6,31.1,6.7
205,1981-07-25,205,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.2,31.5,0.0
206,1981-07-26,206,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.1,33.1,0.0
207,1981-07-27,207,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.2,33.0,2.3
208,1981-07-28,208,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.6,32.6,0.0
209,1981-07-29,209,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,32.4,0.7
210,1981-07-30,210,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,31.2,0.0
211,1981-07-31,211,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,30.7,0.0
212,1981-08-01,212,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,32.8,10.6
213,1981-08-02,213,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,33.2,0.0
214,1981-08-03,214,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,25.0,33.2,14.3
215,1981-08-04,215,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,30.9,1.5
216,1981-08-05,216,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.7,29.9,0.6
217,1981-08-06,217,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.8,31.3,2.0
218,1981-08-07,218,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.0,32.1,0.0
219,1981-08-08,219,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.1,33.1,0.0
220,1981-08-09,220,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.3,32.5,13.5
221,1981-08-10,221,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.4,30.4,0.0
222,1981-08-11,222,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.8,33.4,0.0
223,1981-08-12,223,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.4,33.6,0.0
224,1981-08-13,224,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.6,33.1,0.0
225,1981-08-14,225,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.6,32.2,0.0
226,1981-08-15,226,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.8,32.1,0.0
227,1981-08-16,227,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.1,33.5,0.0
228,1981-08-17,228,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.7,34.1,0.0
229,1981-08-18,229,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,30.7,0.0
230,1981-08-19,230,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.6,33.4,0.0
231,1981-08-20,231,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,22.7,28.7,4.4
232,1981-08-21,232,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,23.2,32.0,0.0
233,1981-08-22,233,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.6,33.2,0.0
234,1981-08-23,234,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,33.6,0.0
235,1981-08-24,235,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,24.1,33.3,0.0
236,1981-08-25,236,96745.0,Stasiun Meteorologi Kemayoran,-6.15559,106.84,,22.9,31.6,0.0
